X,Y,OBJECTID,KOD,NAZEV,TYP,POCET,OP_TYP,URCENO,ZMENA_G,ZMENA_T
15.2725340756912,49.1234387198754,1,102952,Smrky v lese u Heřmanče,3,2,VYH,0,20100114,20100921
17.7357091702506,49.2982553226805,2,100984,Lípy u Jána,3,7,VYH,0,20100325,20120330
16.158507672249,49.1836560250972,3,100700,Smrky u Vlasákovy hájenky,3,2,ZAK,0,20100315,20120221
16.0010807636851,49.1673018443192,4,100705,Lípy u Třebenic,3,4,ZAK,0,20100315,20100315
14.0578362391414,48.9812932136411,5,102785,Buk lesní (3ks),3,3,VYH,0,20100224,20110809
15.7567346683093,49.125399585674,6,100764,Výstavky dubů v lese Háj,3,5,ZAK,0,20100315,20120120
16.1633647772506,49.1548696027286,7,100741,Buky na Vlčím kopci,3,2,ZAK,0,20100315,20120222
16.5292029627816,49.176421081755,8,101069,Skupina 34 lip,3,34,ZAK,0,20100512,20210118
15.7550770129129,49.115331312978,9,100734,Skupina dubů v Oboře,3,17,ZAK,0,20100315,20120120
16.9461927377746,49.1930055568164,10,100657,"23 ks lip srdčitých, 1 ks jírovce maďalu a 2 ks trnovníku akátu",3,26,VYH,0,20100512,20120423
14.8571374862728,49.0069408626953,11,102975,Alej na hrázi Nové řeky,3,96,VYH,0,20100921,20130723
17.3247809789375,49.2163000859066,12,100847,Lipky svobody,3,5,ZAK,0,20100317,20120222
16.0598637028842,49.1015234942061,13,100771,Duby u Hrotovic,3,60,ZAK,0,20100315,20120330
16.0729053184541,49.0971288745321,14,100746,Duby v Hrotovicích,3,4,ZAK,0,20100315,20190815
16.0491103145884,49.0859204543176,15,100744,Duby u Mlýnského potoka,3,2,ZAK,0,20100315,20120120
18.0231172323768,49.1482350227379,16,101020,CHPV - 10 lípy u kapličky v Poteči,3,10,ZAK,0,20100330,20120321
17.2926084601635,49.0775421482172,17,100667,Duby pod táborem,3,3,VYH,0,20100318,20100922
17.4673485260631,49.0662787914771,18,100675,Platany ve Smetanových sadech,3,5,VYH,0,20100318,20100922
16.7804184316802,49.0131415243277,19,101026,Lípy u Jana Nepomuckého,3,2,VYH,0,20100512,20180511
15.9902998649802,48.9313082722557,20,100639,Duby u Kocandy,3,3,VYH,0,20100512,20190220
14.7793357665514,48.7930951555696,21,103259,Skupina v lesoparku,3,3,VYH,0,20100114,20101214
15.1603780565811,50.5863860101692,22,101373,Duby na Mariánském hřbitově,3,34,ZAK,0,20100226,20180511
15.1510047050253,50.5837745128846,23,101351,Maškova zahrada,3,23,ZAK,0,20100226,20121010
15.1840892920383,50.5502817534246,24,104662,Arboretum Bukovina,3,407,VYH,0,20100127,20190322
15.0409779666212,50.5232740870953,25,103818,Skupina stromů na Mužském,3,34,ZAK,0,20100127,20120330
16.0012382896556,50.5315666683488,26,104864,Lípa v Suchovršicích,3,2,VYH,0,20100331,20120404
16.0222332535979,50.5080755348136,27,101263,Buky v Úpici,3,2,VYH,0,20100331,20110809
15.199905277375,50.3916939345411,28,104939,Jírovce Staré Hrady,3,2,ZAK,0,20100331,20110809
15.7167131979206,50.4102242752019,29,101251,Lípa velkolistá - Tilia platyphyllos 2 ks,3,2,VYH,0,20100331,20130723
15.6600756565676,50.398061905759,30,101526,Žižkovy duby,3,2,ZAK,0,20100331,20110407
15.8891210156007,50.4013991357699,31,101256,Lípa srdčitá (Tilia cordata) 3 ks,3,3,VYH,0,20100331,20110407
15.66108695009,50.3612031227646,32,101523,Lípy ve Svatogothardské Lhotě,3,4,ZAK,0,20100331,20110407
15.7069801411304,50.3636996766395,33,101531,Kleny Boháňka,3,2,ZAK,0,20100331,20110407
15.839151138619,50.3541345187103,34,104766,Lípa Františka Josefa I. a Lípa císařovny Alžběty (Sissi),3,2,VYH,0,20100331,20220518
15.9038598037327,50.3563038668351,35,101488,Fagus silvatica Atropunicea (buk lesní červenolistý) a Ginkgo biloba (jinan dvoulaločný),3,2,VYH,0,20100331,20140108
14.0239360747997,50.1979339297258,36,104152,Duby na Šternberku,3,15,ZAK,0,20100505,20111101
15.4747020727369,50.3088571814001,37,101661,Dub letní (Quercus robur) 2 ks,3,2,VYH,0,20100331,20110407
15.4740015825414,50.3085564453938,38,101613,Dřezovec trojtrnný f. 2 ks,3,2,VYH,0,20100331,20110407
15.9220244409708,50.3367110923189,39,104670,Lípy v Josefově,3,3,VYH,0,20100331,20100930
14.0256474017592,50.1725859976057,40,104145,Duby na Kopanině,3,12,ZAK,0,20100505,20110809
15.7766944707102,50.3048202700847,41,101670,Skupina lip srdčitých - 2 ks,3,2,ZAK,0,20100331,20130723
15.8734801655861,50.3092795635549,42,101630,Duby letní,3,2,ZAK,0,20100331,20130723
15.8758398574949,50.3062818140025,43,101664,Merklovy duby,3,5,ZAK,0,20100331,20130723
15.6796917893633,50.2905732764593,44,101687,Lípa srdčitá (2 ks),3,2,ZAK,0,20100331,20130723
16.1455176734734,50.2796672630308,45,105041,3 hrušky plané,3,3,ZAK,0,20100331,20120110
16.114100334668,50.2655701050664,46,101417,Soustromí lip na Trčkově náměstí v Opočně,3,9,VYH,0,20100331,20210317
15.6176486771803,50.2264580468452,47,101644,Duby a babyka u Starých Nechanic,3,4,ZAK,0,20100331,20130723
15.6464918932645,50.219899277837,48,101657,Dub letní 6 ks,3,6,ZAK,0,20100331,20130723
15.6561292205645,50.2207095599845,49,101627,2 ks dubu letního,3,2,ZAK,0,20100331,20130723
15.662287264624,50.2205162536266,50,101621,2 ks dubu letního,3,2,ZAK,0,20100331,20130723
15.6518510293595,50.2174371228966,51,101658,Skupina 20 ks dubu letního,3,20,ZAK,0,20100331,20130723
16.3471057599444,50.2494013783446,52,101446,Lípy velkolisté,3,3,ZAK,0,20100331,20100331
15.8314488187747,50.177526662674,53,101616,Buky lesní,3,3,ZAK,0,20100331,20130723
16.2669828536066,50.1663071193981,54,101394,Lípy srdčité /Tillia cordata Miller/,3,2,ZAK,0,20100331,20130723
16.2981406893885,50.1298935806944,55,104974,Lípy srdčité na Podřezově,3,2,VYH,0,20100331,20110407
16.2841186367637,50.1241374094984,56,104993,"3 lípy malolisté ""nad milenkou""",3,3,ZAK,0,20100331,20130723
16.3051145693027,50.1149286084819,57,104991,2 lípy malolisté u sousoší sv. Anny ve Vamberku,3,2,ZAK,0,20100331,20130723
16.3643415498324,50.106162190514,58,101404,Stromy v Rybné nad Zdobnicí,3,4,VYH,0,20100331,20101007
16.3032627785314,50.0904093744242,59,101397,Lípy na hřbitově v Potštejně,3,20,ZAK,0,20100331,20130723
16.3093869750164,50.0819082104302,60,101399,Stromy u sv. Vavřince,3,16,ZAK,0,20100331,20130723
16.3248782946336,50.077579989466,61,101395,Lípy u kapličky v Brné,3,2,ZAK,0,20100331,20130723
16.4502970581133,49.9047072277829,62,101158,Skupina u sv. Kateřiny,3,53,VYH,0,20100325,20210716
17.9358183003262,49.9009589153432,63,100195,Břízy tmavé u Raduňských rybníků,3,21,ZAK,0,20100326,20130723
15.7401986426968,49.5805571848098,64,101709,Lípa a jasan v Přibyslavi na hřbitově,3,2,ZAK,0,20100315,20130723
15.3790080725268,49.6750973779263,65,104753,Dub a jilm v Horní Březince,3,2,VYH,0,20100315,20101014
18.5895928088254,49.7871249022853,66,100352,Buky na Hradisku,3,7,VYH,0,20100326,20130723
15.02483765332,49.5284026471959,67,104665,Václavovy lípy,3,2,VYH,0,20100315,20101014
15.8148215163884,49.5627143091063,68,100571,Dvě lípy malolisté,3,2,VYH,0,20100315,20101014
14.9063545360841,49.4670734994633,69,102633,4 duby,3,4,ZAK,0,20100224,20120113
14.9078203543867,49.4661871562597,70,102626,4 duby,3,4,ZAK,0,20100224,20120113
16.0002461201927,49.4994391745056,71,104943,Lípy u kostela,3,5,ZAK,0,20100315,20130402
15.2231701366499,49.437387967554,72,105795,Dvě lípy srdčité,3,2,ZAK,0,20120106,20120106
15.2104248179246,49.4312460999386,73,102857,Lípy u křížku,3,2,VYH,0,20100315,20101228
15.9660500859737,49.4623579042711,74,100579,2 lípy u kostela,3,2,VYH,0,20100315,20101014
16.3189984954386,49.4818827691484,75,100589,Lípy srdčité,3,2,VYH,0,20100315,20101206
16.3359046145102,49.4824777293402,76,100575,Tři lípy velkolisté,3,3,VYH,0,20100315,20190220
16.0301668702974,49.4537502505285,77,100605,Lípy u Rousměrova,3,4,VYH,0,20100315,20111207
15.5072148025842,49.4103057439485,78,104827,Lípy u Rounku II,3,4,VYH,0,20100315,20101209
15.5063432993036,49.4076688231339,79,104826,Lípy u Rounku I,3,2,VYH,0,20100315,20101209
16.0283564731958,49.4256431534148,80,100612,Lípy v Horních Borech,3,3,ZAK,0,20100315,20130723
16.307108060394,49.4341791874706,81,100578,Šindelkovy lípy,3,2,VYH,0,20100315,20101006
15.4986788512375,49.3685044357065,82,100929,Lípy u křížku,3,3,VYH,0,20100315,20120330
14.9665707227462,49.2981946641836,83,104657,Lípy v Mnichu,3,2,ZAK,0,20100315,20111018
15.0788324837351,49.3015860598489,84,104658,Skupina stromů v Zámeckém parku v Kamenici nad Lipou,3,2,ZAK,0,20100315,20110506
15.1947783341988,49.3079748265221,85,102854,Dvě lípy v Perkách,3,2,VYH,0,20100315,20101228
15.2017281248693,49.3000637269758,86,102849,Ctibořské lípy,3,2,VYH,0,20100315,20101228
17.9850604121546,49.4842267298931,87,100033,Helštýnské lípy,3,4,VYH,0,20100316,20101203
15.8232125492942,49.3309100226949,88,100709,Douglasky u Zátiší,3,6,ZAK,0,20100315,20100315
15.521052259558,49.3052111545529,89,100908,Douglasky u křížku,3,4,ZAK,0,20100315,20130723
17.9546060412009,49.4680467171061,90,104596,"Lípy popravených vlastenců Stanislava Mikoláška, Miroslava Ondrašíka a Jana Mazala",3,3,VYH,0,20100316,20140108
16.171011643816,49.3492011994136,91,105291,Lípy ve Skřinářově,3,2,VYH,0,20100315,20101210
15.2412329130087,49.2646009103303,92,102860,Lípy na městském hřbitově,3,4,VYH,0,20100315,20101228
15.5809429792064,49.2917394857376,93,100922,"Javor klen - Acer pseudoplatanus, Lípa srdčitá - Tilia cordata (2x)",3,3,VYH,0,20110118,20110407
16.3835863618668,49.3479716151859,94,101035,Jubileum,3,67,ZAK,0,20100512,20130723
15.4752361287092,49.2769855276985,95,100920,Topoly černé u Hodic,3,2,VYH,0,20100315,20101206
13.8145027138865,49.112158459088,96,102711,Lípa malolistá (22ks),3,22,VYH,0,20100129,20110809
15.4259361541723,49.254429561412,97,100931,Douglaska tisolistá,3,2,VYH,0,20100315,20101206
16.7569592634809,49.3465590150532,98,101104,Lípy u hřbitova v Jedovnici,3,32,ZAK,0,20100512,20171116
15.8263666801,49.2756754659253,99,100762,Skupina lip u Vantiberku,3,4,ZAK,0,20100315,20101006
15.4544784117124,49.2430106275126,100,100899,Duby u mlýna v Třeštici,3,3,ZAK,0,20100315,20130723
15.9684673392964,49.2709328927026,101,100730,Duby u Náramče,3,10,ZAK,0,20100315,20120330
17.3655844789145,49.359638752396,102,100848,Platany na hřbitově,3,6,VYH,0,20100325,20101206
15.4297915191841,49.2131832067642,103,100919,2 lípy,3,2,VYH,0,20100315,20140905
15.9248962789434,49.247984053174,104,100706,Dva jasany u Trnavy,3,2,ZAK,0,20100315,20100315
15.8900013948248,49.2434935870922,105,100723,Skupina šesti dubů,3,6,ZAK,0,20100315,20101026
15.8447444842246,49.2385740343297,106,100703,4 duby v Bažantnici,3,4,ZAK,0,20100315,20120120
17.4415496001533,49.3503246439136,107,100844,Lípy kolem kostela,3,17,ZAK,0,20100309,20121010
15.7169193892783,49.1918995852614,108,100707,Skupina stromů u tvrze,3,10,ZAK,0,20100315,20120222
15.6561607729828,49.2214683732935,109,100726,Skupina stromů u kaple,3,33,ZAK,0,20100315,20140516
15.8902988079501,49.2390933736832,110,100722,Skupina tří dubů,3,3,ZAK,0,20100315,20101026
15.5118464678541,49.1773367161295,111,100923,Skupina stromů u Rozsíčky,3,5,VYH,0,20100315,20101206
15.9507912486232,49.1864340648585,112,100727,Skupina dvou lip,3,2,ZAK,0,20100315,20100315
15.5787719379983,49.1553904246713,113,104660,Lípy u kapličky,3,2,ZAK,0,20100315,20130723
16.4004797415593,49.3528693921625,114,101052,Skupina lip v klášteře Porta Coeli,3,19,ZAK,0,20100512,20230131
15.2129935854159,50.3855832871109,115,104938,Staré lípy,3,2,ZAK,0,20100331,20110809
15.8718860780916,50.4028908847447,116,101250,Dub letní - Quercus robur 4ks,3,4,VYH,0,20100331,20171009
16.1237929819551,50.3520754521256,117,101510,Lípy malolisté,3,2,VYH,0,20100331,20110407
15.4677254936132,50.1546866289096,118,105294,Skupina dřevin památných stromů,3,4,ZAK,0,20100331,20130723
16.1754643050987,50.1466145171564,119,105461,Lípy ve Hřibinách,3,2,VYH,0,20100331,20110407
16.2122550741131,50.1227995360255,120,104967,4 lípy na Palackého náměstí,3,4,ZAK,0,20100331,20130723
15.4792592689535,49.48655318988,121,100879,Zbinožské lípy,3,2,VYH,0,20100315,20101206
15.4132073459551,49.38868994785,122,100881,Lípy v Hojkově,3,2,VYH,0,20100315,20101014
15.5841476168492,49.3970243035519,123,100882,Buky Bedřicha Smetany,3,2,VYH,0,20100315,20190220
15.401914482149,49.3559971889208,124,100872,Duby v Rohozné,3,22,VYH,0,20100315,20101006
15.5899805257413,49.3650342313636,125,100874,Lípy nad Rančířovem,3,4,VYH,0,20100315,20101014
15.7497649685215,49.3536821617719,126,100873,Lípy na návsi ve Vržanově,3,4,VYH,0,20100315,20130723
16.2189890402303,49.1098761406937,127,104611,Lípy u Božích muk,3,2,VYH,0,20100315,20101229
14.0307759621584,48.7715767639407,128,105787,Skupina devíti lip malolistých,3,9,ZAK,0,20111130,20161228
15.2436246758617,49.2727137446583,129,102847,Lípy na rekreačním středisku Valcha,2,8,VYH,0,20100315,20101228
15.0755543738072,49.3199864497402,130,102865,Lipové stromořadí Heřmaň-Dráchov,2,135,ZAK,0,20100315,20130723
15.5707837725574,49.4126178113314,131,100910,Lipové stromořadí u Modety,2,31,VYH,0,20100315,20120127
15.5884358201508,49.4162551871205,132,104726,Stromořadí v Bedřichově,2,31,VYH,0,20100315,20130402
15.5559077526799,49.4097402315278,133,104825,Stromořadí v Horním Kosově,2,39,VYH,0,20100315,20130402
15.5396748579664,49.4218748987032,134,100916,Lipová alej ke kapli sv. Jana Nepomuckého,2,27,VYH,0,20100315,20120127
15.4811799297786,49.314410620237,135,100912,Dubové stromořadí u Jezdovic,2,27,VYH,0,20100315,20120127
15.5609576460542,49.1372802751277,136,100890,Lipová alej kolem příjezdové komunikace a na hřbitově v Nové Říši,2,42,VYH,0,20100315,20120207
15.4966339029067,49.30438031549,137,100911,Dubová alej v Třešti,2,179,VYH,0,20100315,20120127
16.1772598618431,49.1921684165619,138,100691,Čtyři aleje kolem Velkopolského dvora - Jihovýchodní alej,2,79,ZAK,0,20100315,20120221
16.1682608692514,49.1933561674516,139,100692,Čtyři aleje kolem Velkopolského dvora - Alej ke mlýnu,2,42,ZAK,0,20100315,20120221
16.17472133965,49.1953164850005,140,100693,Čtyři aleje kolem Velkopolského dvora - Severní alej,2,42,ZAK,0,20100315,20120221
16.1770664540484,49.1935870719909,141,100694,Čtyři aleje kolem Velkopolského dvora - Severovýchodní alej,2,42,ZAK,0,20100315,20120221
16.0384471181333,50.2234811672227,142,101652,Alej do Ledců,2,14,VYH,0,20100331,20220304
15.9205381940497,50.2425238045971,143,104802,Dub letní / 7ks a jasan ztepilý / 1ks,2,8,ZAK,0,20100331,20130723
16.1300216701155,50.3514835974059,144,101491,Lipové stromořadí v Krčíně,2,60,ZAK,0,20100331,20221202
16.2706199782151,50.1550451668617,145,101393,Stromořadí dvanácti kusů lip srdčitých /Tilia cordata/,2,12,ZAK,0,20100331,20130723
16.2175113469745,50.1264593285379,146,105043,Platanové stromořadí Platanka,2,20,ZAK,0,20100331,20130723
16.3053306969088,50.0794262197641,147,101401,Lipová alej v Potštejně,2,147,ZAK,0,20100331,20130723
15.6229239547872,50.227535824001,148,104934,Dub letní 6 ks,2,6,ZAK,0,20100331,20130723
16.2895369594706,50.1156942964938,149,104992,Stromořadí kolem starého hřbitova ve Vamberku,2,17,ZAK,0,20100331,20130723
15.6303475484944,50.595403537254,150,105384,Dubová alej u Zámečku na Podhůří,2,83,VYH,0,20100331,20100331
15.7699206921727,50.041822384233,151,104772,Stromořadí 34 ks dubů podél Labe,2,34,ZAK,0,20100325,20130723
15.7142613925464,50.077123203316,152,105411,Stromořadí 41 ks dubů,2,41,ZAK,0,20100325,20130723
15.7584329197154,50.0369293748112,153,104773,Stromořadí 22 ks dubů letních,2,22,VYH,0,20100325,20100921
15.8335074562587,49.8640098484362,154,101591,Alej dubu letního na hrázi rybníka Pařezný,2,32,ZAK,0,20100325,20130723
15.8246890659916,49.8603903715322,155,101558,Alej dubu letního na hrázi rybníka v místní části Libáň,2,16,ZAK,0,20100325,20130723
16.4328825136689,49.8929582527141,156,101148,Alej Maxe Švabinského,2,671,VYH,0,20100325,20220131
16.2376154629355,50.006126880443,157,101147,Lipová alej do Hemže,2,161,VYH,0,20100325,20200323
16.4727001449157,50.085423292997,158,101198,"36 ks Dub letní, 1 ks Habr obecný, 1 ks Olše lepkavá",2,38,VYH,0,20100325,20101207
16.5899961177448,49.9602188017824,159,101169,Lipová alej na křížové cestě,2,75,VYH,0,20100325,20120207
15.9421397887626,49.8968675302887,160,101535,Velká lipka,2,141,ZAK,0,20100325,20130723
16.7775375835968,50.0767936351739,161,101214,Alej podél Křížové cesty ke kostelu Nanebevzetí Panny Marie,2,357,VYH,0,20100325,20110809
15.9390129097412,49.8989906549711,162,101534,Malá lipka,2,47,ZAK,0,20100325,20130723
17.4815448921602,49.2447932521318,163,100838,Jasanová alej za býv. mostem,2,139,ZAK,0,20100317,20120222
17.4731009363022,49.2304715454702,164,100837,Lipo-jírovcová alej podél silnice k Novému dvoru,2,108,ZAK,0,20100317,20120222
17.4750999415551,49.2482064514254,165,100836,Lipová alej podél hřiště a koupaliště,2,68,ZAK,0,20100317,20120222
17.2453080335789,49.212383871977,166,100842,Dvě jírovcové aleje od zámku k lesu a ke Svárovu,2,332,ZAK,0,20100330,20120222
17.7753251069603,49.4339394747631,167,100840,Lipová alej v Komárně,2,30,ZAK,0,20100330,20120222
17.3340659230604,49.2112538910639,168,100846,Lipová alej na Světlé,2,138,ZAK,0,20100317,20120222
17.6705794395459,49.4008493673763,169,100845,Platanová alej u zámku,2,27,ZAK,0,20100330,20100707
16.1688466043825,49.1956787979472,170,100695,Stromořadí u silnice,2,173,ZAK,0,20100315,20120221
15.9755266951096,49.3186723978527,171,100724,Stromořadí u Bažantnice,2,32,ZAK,0,20100315,20120221
16.1110553131997,49.2194261805581,172,100728,Stromořadí u Dvorku,2,196,ZAK,0,20100315,20120221
16.0699507146584,49.0828424366747,173,100750,Mstěnická alej,2,34,ZAK,0,20100315,20120120
16.1053255484856,49.1803422909599,174,100754,Alej k Babí hoře,2,62,ZAK,0,20100315,20120221
16.1732650077877,49.1839846023016,175,100763,Alej u Anniny cesty,2,144,ZAK,0,20100315,20120207
16.1605558362568,49.1494361275445,176,100770,Haugwitzova alej,2,171,ZAK,0,20100315,20120327
15.6170441591558,48.9639176972889,177,100776,Lipové stromořadí v Polici,2,31,ZAK,0,20100315,20120330
15.5010329565755,49.2920851511092,178,100913,Dubové stromořadí u Třeště,2,20,VYH,0,20100315,20120127
15.4386050763925,49.1894288328249,179,100915,Lipová alej V lipkách,2,390,VYH,0,20100315,20120127
15.4628561834478,49.7620708225995,180,101717,Březová alej u Kysibelského dvora,2,177,ZAK,0,20100315,20100315
15.4741302792221,49.5453527120303,181,104678,Klenová alej u Koječína,2,95,VYH,0,20100315,20171115
15.1487173158085,49.3606208487799,182,102889,Lipová alej ke hřbitovu,2,38,ZAK,0,20100315,20120404
12.5997330337604,50.3081172738251,183,102281,Modřínová alej u Šindelové,2,84,VYH,0,20100323,20221202
12.4530864102752,50.019410389959,184,102552,Alej Doubrava,2,21,VYH,0,20100323,20130723
12.3953623074648,50.2605029181717,185,102545,Zámecká alej a skupina buků v Horních Lubech,2,104,ZAK,0,20100323,20130723
12.496247213623,50.1108785553946,186,102546,Alej Mostov,2,225,ZAK,0,20100323,20130723
12.7105146929342,50.3270236423937,187,104756,Buková alej v ulici Pod Lesem,2,11,VYH,0,20100323,20100323
13.3919290854755,49.9302776819917,188,102323,Alej vzdechů,2,168,VYH,0,20100217,20120322
13.364827409451,49.7550478296126,189,102364,Alej Kilometrovka,2,273,VYH,0,20100215,20101216
12.8438907836392,49.4255294108039,190,102589,Trhanovská alej (Lomikarova alej),2,92,VYH,0,20100217,20120330
12.7795941891889,49.7006794061128,191,102235,Borská alej,2,115,VYH,0,20100219,20220905
13.0289134608139,49.6875444048179,192,102234,Alfrédovská alej,2,101,VYH,0,20100222,20110809
12.8243135651978,49.6550368208516,193,102233,Jírovcová alej u Olešné,2,192,VYH,0,20100219,20130723
12.7314830905134,49.8769850228983,194,104368,Alej ke Svaté Anně v Plané,2,125,ZAK,0,20100218,20100218
12.6453759783481,49.7948626115701,195,102238,Alej u minerálního pramene,2,200,VYH,0,20100219,20120330
12.6195411157272,49.7995885414138,196,102241,Knížecí alej v Tachově,2,481,VYH,0,20100219,20120330
13.6889214846634,49.7177437198661,197,102302,Alej u náhonu,2,16,VYH,0,20100215,20100921
12.6094716826125,49.8844744839814,198,102243,Dubová alej pod Broumovem,2,16,VYH,0,20100218,20101208
15.8236582836206,49.683290884147,199,101728,Klenová alej ve Starém Ransku,2,156,VYH,0,20090804,20220518
15.9975135231404,49.6807580900729,200,100615,Silniční alej Herálec - Brušovec,2,146,ZAK,0,20090804,20220720
16.1076906563419,49.5487458136957,201,100617,Alej ke dvoru Cinzndorf,2,54,ZAK,0,20090804,20181211
16.7519607880126,49.559393456654,202,100794,Pohorská lipová alej,2,40,ZAK,0,20100406,20120404
16.8991414911087,49.5803906813994,203,100791,Lípy na hrázi,2,21,ZAK,0,20100406,20120330
16.8175701911439,49.5741112423545,204,100793,Skřípovská alej,2,31,ZAK,0,20100406,20120330
17.0592571891742,49.5978428756968,205,100260,Zámecké aleje,2,328,ZAK,0,20100420,20150716
17.1384146647021,49.650465582987,206,100261,Lipové stromořadí u Cholinky,2,70,ZAK,0,20100420,20120110
17.4464426169313,49.9769165449601,207,100541,Alej na Uhlířský vrch,2,288,ZAK,0,20100326,20181011
14.5043008124538,50.6124267348345,208,102211,30 dubů tvořících alej podél obvodní zdi při severní straně v oboře Vřísek,2,30,VYH,0,20100226,20100930
15.5146425957777,50.6029962296751,209,101321,Jilmová alej,2,31,VYH,0,20100226,20161228
16.4255247416727,49.3471759718823,210,101037,Lipové stromořadí Na Hrádku,2,24,ZAK,0,20100512,20170629
16.4339115491139,49.3393780443234,211,101056,Lipové stromořadí v Tišnově,2,37,ZAK,0,20100512,20211018
16.3898099931186,49.1742088187344,212,101055,Lipové stromořadí v Rosicích,2,105,ZAK,0,20100512,20120321
17.1308137307466,49.1806197101879,213,104681,Stromořadí lip malolistých na návsi za kostelem,2,22,VYH,0,20100512,20220905
16.9988303707031,49.1500827467032,214,100651,Jírovcová alej na Zámecké ulici,2,64,VYH,0,20100512,20210518
17.2968451320029,48.9232390758163,215,100978,"Stromořadí platanů,dubů a jírovců - Mucharov Strážnice",2,37,VYH,0,20100512,20110809
16.742206788088,49.3393485888342,216,101103,Stromořadí Lažánky-Jedovnice,2,205,ZAK,0,20100512,20150423
17.0468406399887,49.1367511934014,217,100658,Stromořadí lip malolistých a jírovců maďalů u příjezdové komunikace k budově revíru Nevojice,2,17,VYH,0,20100512,20180103
16.5705087753341,49.2059185455314,218,101073,Lipové stromořadí na Bráfové,2,36,ZAK,0,20100512,20130531
16.6628003102505,49.1972434752807,219,101072,Stromořadí kaštanů na Malé Klajdovce,2,18,ZAK,0,20100512,20170905
17.2931842879948,48.9180632933751,220,100979,Platanové stromořadí - Hlavní alej I Strážnice,2,50,VYH,0,20100512,20110809
17.2973406856971,48.9253605351796,221,100977,Platanové stromořadí Mucharov II. - Strážnice,2,18,VYH,0,20100512,20110809
17.3028031469447,48.9252261633528,222,100968,Dubové stromořadí I.,2,74,ZAK,0,20100512,20100512
17.3052586905225,48.9213517590039,223,100959,Dubové stromořadí II,2,32,ZAK,0,20100512,20130723
17.3132635353679,48.9128466242439,224,100972,Dubové stromořadí Strážnice Žabné,2,22,VYH,0,20100512,20101206
14.0747355640609,49.8440785204574,225,104182,Skřipelská alej,2,195,ZAK,0,20100512,20100611
15.0340511836879,49.965825217367,226,104050,Lipová alej v Zásmukách,2,136,ZAK,0,20100512,20220127
15.4114993838715,49.9855045339281,227,103956,"Alej dubů, jilmů",2,0,ZAK,0,20100512,20120109
15.3470429420815,49.9704215525015,228,103987,"Alej javorů, lip, topolů, jasanů",2,27,ZAK,0,20100512,20120111
15.4667074323395,49.8901761104888,229,103935,Lipová alej ve Žlebech,2,237,VYH,0,20100512,20130723
14.8380496075928,50.1069594118161,230,103753,Stromořadí topolů bílých,2,15,ZAK,0,20100512,20111201
15.0952835443408,50.2465480297339,231,103680,Lipové stromořadí u Oskořínku,2,38,ZAK,0,20100512,20160623
13.9242186280874,49.8482720012644,232,104198,Alej v Kotopekách,2,41,ZAK,0,20100512,20100611
14.2424210169677,50.2124716622781,233,104085,Dubová alej u Blevic,2,34,ZAK,0,20100512,20100611
14.4032924135876,49.9649811663139,234,103578,Břeková alej,2,7,ZAK,0,20100512,20111201
14.6973672624671,50.1132631919972,235,103662,Stromořadí lip malolistých,2,22,ZAK,0,20100512,20111201
13.4960177178397,50.0814781596067,236,103412,Maďaly u Plávče,2,477,ZAK,0,20100512,20130625
13.6059563660941,50.1387708185369,237,103315,Duby v Kolešovicích,2,24,VYH,0,20100512,20210913
13.7500701479459,50.0944069509856,238,103284,Alej na břehu Rakovnického potoka,2,595,ZAK,0,20100512,20221202
14.6477451804401,50.1475649524233,239,103665,Alej ve Svémyslicích,2,27,ZAK,0,20100512,20100611
14.1740615963779,49.7774051393915,240,103510,Lipová alej na Dobříši,2,78,ZAK,0,20100512,20200707
14.2099243936167,49.703428055677,241,103477,Alej jírovců maďalů,2,311,ZAK,0,20100512,20120724
13.9945586483719,49.5597563804539,242,103519,Stromořadí topolů bílých,2,25,ZAK,0,20100512,20120112
13.998257831955,49.5574095849336,243,103520,Alej lip malolistých,2,72,ZAK,0,20100512,20120112
16.2249533836927,49.9871736553519,244,104899,Lipová alej v Chocni od zámku na Chlum,2,690,ZAK,0,20100325,20210329
15.1922031590371,50.5585031238193,245,106043,Dubová alej u Bažantníku,2,32,ZAK,0,20151223,20220331
12.7266675997043,49.6890283159052,246,102236,Muckovská alej,2,166,VYH,0,20190814,20220905
13.9692322745417,50.0953061016436,247,105814,Ploskovská kaštanka,2,465,VYH,0,20200130,20120307
14.7376003231028,50.0019549740755,248,106329,26 exemplářů Thuja Plicata (zerav obrovský),2,26,VYH,0,20200911,20200911
13.3323217162779,49.1299876519544,249,105596,Hůrecká alej,2,116,VYH,0,20100819,20110809
15.4682533230192,49.3872948787272,250,100917,Alej k Mirošovu,2,158,VYH,0,20100921,20200918
12.8652796408912,50.1115149446818,251,102514,Stromořadí princezny Marie,2,69,VYH,0,20110120,20110809
12.8627786532447,50.1156700389155,252,102277,Křížové stromořadí,2,44,VYH,0,20110120,20110809
14.8573946292416,49.0943962894119,253,102973,Alej u Jemčiny,2,9,VYH,0,20100921,20130723
13.8699003564485,50.1062173432846,254,105821,Břeková alej na Brejli,2,45,VYH,0,20120410,20120412
13.720935547951,50.1105590068634,255,105720,10 ks lip malolistých a 19 ks lip velkolistých,2,29,VYH,0,20141020,20110809
